"n","seed","K","parameter","estimate","se"
150,9,3,"b_tt_3",-0.0352108543446458,0.0368838034766728
150,9,3,"b_tc_1",-3.14766599753279,0.544677163212262
150,9,3,"b_tc_2",-0.190490959951241,0.025772509616869
150,9,3,"b_tc_3",-0.0993379524761827,0.0399579777705554
150,9,3,"b_hw_1",-0.0511951208629218,0.0123907995950536
150,9,3,"b_hw_2",-0.0652401946338879,0.00559213867416563
150,9,3,"b_hw_3",-0.0509814853149144,0.0125239997539563
150,9,3,"b_ch_1",-2.90603699288032,0.505460485799406
150,9,3,"b_ch_2",-2.03985906034253,0.126335920056902
150,9,3,"b_ch_3",-0.86718379712611,0.374611793924747
150,9,3,"delta_1",0,NA
150,9,3,"delta_2",0.11553679655715,0.288201819768045
150,9,3,"delta_3",0.580097159387686,0.323009938250989
150,10,1,"b_tt_1",-0.0592537773628667,0.00666388289019239
150,10,1,"b_tc_1",-0.132058442070104,0.0201883617537563
150,10,1,"b_hw_1",-0.0365110352739392,0.00292560398936509
150,10,1,"b_ch_1",-1.13808466745788,0.0690527639978773
150,10,2,"b_tt_1",-0.234675840768304,0.0091183703522257
150,10,2,"b_tt_2",-0.07967872566976,0.0451195779203094
150,10,2,"b_tc_1",-1.80780135220349,0.0213426751714912
150,10,2,"b_tc_2",-0.111454334984975,0.31167554727547
150,10,2,"b_hw_1",-0.0249347982420894,0.00476693662985216
150,10,2,"b_hw_2",-0.0518258753017084,0.0110462283798321
150,10,2,"b_ch_1",-1.56882136072617,0.121003485813603
150,10,2,"b_ch_2",-1.34914245886513,0.403858223607457
150,10,2,"delta_1",0,NA
150,10,2,"delta_2",1.12089922679122,0.279168217858021
150,10,3,"b_tt_1",-0.320427417855754,0.0639783343858746
150,10,3,"b_tt_2",-0.156878812800305,0.0117306630020178
150,10,3,"b_tt_3",-0.0410313321563462,0.0235011577610484
150,10,3,"b_tc_1",-2.26177845458391,0.4491823340697
150,10,3,"b_tc_2",-0.147160581022043,0.0358238094716149
150,10,3,"b_tc_3",-0.137083669696119,0.0330949694015513
150,10,3,"b_hw_1",-0.0211688957289819,0.011255692995132
150,10,3,"b_hw_2",-0.0508638580766437,0.00844734565590455
150,10,3,"b_hw_3",-0.0631240685168162,0.00815791244548841
150,10,3,"b_ch_1",-1.71712394980152,0.443391568570532
150,10,3,"b_ch_2",-2.48254615135666,0.164713247342622
150,10,3,"b_ch_3",-0.867679141732649,0.302660255826455
150,10,3,"delta_1",0,NA
150,10,3,"delta_2",0.73299160683719,0.318562296670155
150,10,3,"delta_3",0.519075818193243,0.306955221487932
150,11,1,"b_tt_1",-0.0614608010970116,0.00739294094158428
150,11,1,"b_tc_1",-0.151237720523523,0.0262521157826552
150,11,1,"b_hw_1",-0.0375344162724164,0.00294501844805348
150,11,1,"b_ch_1",-1.1020472717579,0.0676625947296363
150,11,2,"b_tt_1",-0.213178673911773,0.0533170546146637
150,11,2,"b_tt_2",-0.0718863863637126,0.00872550571426904
150,11,2,"b_tc_1",-1.78147210468134,0.441056887302951
150,11,2,"b_tc_2",-0.121696509858578,0.0297657010874887
150,11,2,"b_hw_1",-0.0704217474521951,0.0215168471289259
150,11,2,"b_hw_2",-0.0386336579021356,0.00398660591761079
150,11,2,"b_ch_1",-0.347896140212071,0.272234260207776
150,11,2,"b_ch_2",-1.41602028460127,0.104990484985612
150,11,2,"delta_1",0,NA
150,11,2,"delta_2",1.51343663559202,0.305478610403749
150,11,3,"b_tt_1",-0.246649297047977,0.0171060147793529
150,11,3,"b_tt_2",-0.129214961607419,0.0172529084159706
150,11,3,"b_tt_3",-0.0258533451281819,0.0468734367732299
150,11,3,"b_tc_1",-2.01511978931482,0.0511661309943895
150,11,3,"b_tc_2",-0.300362404467839,0.0660098675295213
150,11,3,"b_tc_3",0.0758128802298279,0.345144912794415
150,11,3,"b_hw_1",-0.0521114442814375,0.00754601131650244
150,11,3,"b_hw_2",-0.0532002400519511,0.00679690729644556
150,11,3,"b_hw_3",-0.0409606223558458,0.012780943038544
150,11,3,"b_ch_1",-1.19971112028236,0.306003782720542
150,11,3,"b_ch_2",-2.60643068951165,0.155919223690402
150,11,3,"b_ch_3",-0.317410349375745,0.284089801001342
150,11,3,"delta_1",0,NA
150,11,3,"delta_2",0.980529380390245,0.301379477134762
150,11,3,"delta_3",0.199696209131944,0.292666343018101
150,12,1,"b_tt_1",-0.0538489812605149,0.0064089842888391
150,12,1,"b_tc_1",-0.101804251024558,0.0196714902463789
150,12,1,"b_hw_1",-0.0364212574322811,0.00297820711291701
150,12,1,"b_ch_1",-1.14203666471877,0.0700074729022643
150,12,2,"b_tt_1",-0.236963351807378,0.00677335588109936
150,12,2,"b_tt_2",-0.0341231042489498,0.0410724548721221
150,12,2,"b_tc_1",-0.884803576477758,0.0175976688141386
150,12,2,"b_tc_2",-0.0299122464152413,0.153293678423222
150,12,2,"b_hw_1",-0.118058594282054,0.00421829820966881
150,12,2,"b_hw_2",-0.0183039653963843,0.0208604546363816
150,12,2,"b_ch_1",-3.27137957983963,0.104816163396033
150,12,2,"b_ch_2",-0.585754649726108,0.446954601613679
150,12,2,"delta_1",0,NA
150,12,2,"delta_2",-0.198770722444389,0.230511181382709
150,12,3,"b_tt_1",-0.133783779848772,0.0404040673092172
150,12,3,"b_tt_2",-0.0873524486697424,0.0117274901974962
150,12,3,"b_tt_3",-0.0787152139612858,0.0147255143447755
150,12,3,"b_tc_1",-1.36106031601446,0.289036571898042
150,12,3,"b_tc_2",-0.0749415584514245,0.0223181059165638
150,12,3,"b_tc_3",-0.249980048400744,0.0427955770019132
150,12,3,"b_hw_1",-0.0506581033429417,0.0116029161986224
150,12,3,"b_hw_2",-0.0101631854723683,0.00665445906524925
150,12,3,"b_hw_3",-0.0867982743590541,0.0113316738688148
150,12,3,"b_ch_1",-0.543315932631619,0.240624569172015
150,12,3,"b_ch_2",-0.671723036090579,0.174418745479049
150,12,3,"b_ch_3",-2.73836446892614,0.271569959421074
150,12,3,"delta_1",0,NA
150,12,3,"delta_2",0.535491165053889,0.348133007894545
150,12,3,"delta_3",1.2325522837689,0.321830965147632
150,13,1,"b_tt_1",-0.0567941230596375,0.00614726581250978
150,13,1,"b_tc_1",-0.124914822393242,0.0180959763576543
150,13,1,"b_hw_1",-0.0373126100101012,0.00298450759517106
150,13,1,"b_ch_1",-1.19138783694547,0.0706097388867444
150,13,2,"b_tt_1",-0.163202028493016,0.0292086083070925
150,13,2,"b_tt_2",-0.0872120204585544,0.00977403705508362
150,13,2,"b_tc_1",-1.28930154584043,0.213897883109731
150,13,2,"b_tc_2",-0.126121131407045,0.0222581077363537
150,13,2,"b_hw_1",-0.0415890876664359,0.0138400538837145
150,13,2,"b_hw_2",-0.0447851128060612,0.00528520836493727
150,13,2,"b_ch_1",-1.50530466035697,0.412177488137522
150,13,2,"b_ch_2",-1.35525345377876,0.14715022948319
150,13,2,"delta_1",0,NA
150,13,2,"delta_2",0.946771949293892,0.339376267366696
150,13,3,"b_tt_1",-0.571741096778635,NA
150,13,3,"b_tt_2",-0.157076340827423,NA
150,13,3,"b_tt_3",-0.091713741555077,NA
150,13,3,"b_tc_1",-2.02478678789723,NA
150,13,3,"b_tc_2",-1.26470651250671,NA
150,13,3,"b_tc_3",-0.118463987223356,NA
150,13,3,"b_hw_1",-0.207142227138184,NA
150,13,3,"b_hw_2",-0.0404816150545023,NA
150,13,3,"b_hw_3",-0.0386334596089583,NA
150,13,3,"b_ch_1",-253809.509433746,NA
150,13,3,"b_ch_2",-1.15512247563238,NA
150,13,3,"b_ch_3",-1.02108683858727,NA
150,13,3,"delta_1",0,NA
150,13,3,"delta_2",-0.137963453474372,NA
150,13,3,"delta_3",0.64053650054928,NA
150,14,1,"b_tt_1",-0.0527113218393756,0.00637951147650379
150,14,1,"b_tc_1",-0.120263929145764,0.0205788879063212
150,14,1,"b_hw_1",-0.0389827153757451,0.00293151888725836
150,14,1,"b_ch_1",-1.0480527847058,0.0669489301650778
150,14,2,"b_tt_1",-0.689380405125794,0.0068143359558933
150,14,2,"b_tt_2",-0.053046086354019,0.237304540031674
150,14,2,"b_tc_1",-5.90242726315878,0.0213529450703828
150,14,2,"b_tc_2",-0.0878438905426632,2.05160099524634
150,14,2,"b_hw_1",-0.17377885082042,0.00344995475490291
150,14,2,"b_hw_2",-0.0419907375585154,0.0618459286604265
150,14,2,"b_ch_1",-9.46170805293855,0.0770557842514654
150,14,2,"b_ch_2",-0.924044924738594,3.5723856073882
150,14,2,"delta_1",0,NA
150,14,2,"delta_2",1.32927193489517,0.235024463989291
150,14,3,"b_tt_1",-0.290534232206741,0.0637572347406859
150,14,3,"b_tt_2",-0.0833212719307468,0.011759782102413
150,14,3,"b_tt_3",-0.0631610527468914,0.0170663415735302
150,14,3,"b_tc_1",-2.08664930136747,0.457789642077275
150,14,3,"b_tc_2",-0.127078227273987,0.0324506252271326
150,14,3,"b_tc_3",-0.163900944040819,0.0690233570268384
150,14,3,"b_hw_1",-0.025543441339264,0.0154536221847392
150,14,3,"b_hw_2",-0.0416772639554323,0.0053422692354381
150,14,3,"b_hw_3",-0.0932742285078971,0.0153748988986998
150,14,3,"b_ch_1",-2.18295559320558,0.708870755792944
150,14,3,"b_ch_2",-0.515445134177369,0.123362022187727
150,14,3,"b_ch_3",-2.97698661185368,0.473090706007227
150,14,3,"delta_1",0,NA
150,14,3,"delta_2",0.968567688437076,0.328267653891283
150,14,3,"delta_3",0.771133351267904,0.363177071392698
150,15,1,"b_tt_1",-0.0721064084516009,0.00757676697189684
150,15,1,"b_tc_1",-0.160913372823688,0.0216075652918946
150,15,1,"b_hw_1",-0.0365496966411871,0.00294864474869168
150,15,1,"b_ch_1",-1.07534969340501,0.0681865069585113
150,15,2,"b_tt_1",-0.491972439362584,0.0907814524221299
150,15,2,"b_tt_2",-0.0664809139703229,0.00870694966360079
150,15,2,"b_tc_1",-2.83662676101277,0.553607314529091
150,15,2,"b_tc_2",-0.109990208469905,0.0222898796413971
150,15,2,"b_hw_1",-0.0707706024250621,0.0129047901943982
150,15,2,"b_hw_2",-0.0383941316276532,0.0039203836558935
150,15,2,"b_ch_1",-3.24454334050638,0.566013513984001
150,15,2,"b_ch_2",-0.811660780762158,0.0943993956483038
150,15,2,"delta_1",0,NA
150,15,2,"delta_2",0.601251883637492,0.248091894974446
150,15,3,"b_tt_1",-0.487163166954038,0.018772701663221
150,15,3,"b_tt_2",-0.115612730532937,0.0912308744026585
150,15,3,"b_tt_3",-0.0224354828005403,0.0155733358159334
150,15,3,"b_tc_1",-2.85248972318283,0.0366656444608743
150,15,3,"b_tc_2",-0.179704857890965,0.549448616750211
150,15,3,"b_tc_3",-0.0931776012691157,0.0524643353046916
150,15,3,"b_hw_1",-0.067275516843403,0.007814498195033
150,15,3,"b_hw_2",-0.0381521833284487,0.0129197807884493
150,15,3,"b_hw_3",-0.0582506402421017,0.0258853525752879
150,15,3,"b_ch_1",-3.07758313909936,0.133071314684469
150,15,3,"b_ch_2",-0.69331666921836,0.548661020729006
150,15,3,"b_ch_3",-1.66875226358792,0.4999999662915
150,15,3,"delta_1",0,NA
150,15,3,"delta_2",0.326469225514129,0.286136264977945
150,15,3,"delta_3",-0.392818637854964,0.436692914984679
150,16,1,"b_tt_1",-0.0671773492933087,0.00806810590757489
150,16,1,"b_tc_1",-0.171118309252143,0.0263580847805698
150,16,1,"b_hw_1",-0.0366063264135994,0.00295635517760641
150,16,1,"b_ch_1",-1.15965387394221,0.0700232360334866
150,16,2,"b_tt_1",-0.318299447443328,0.0515823525877772
150,16,2,"b_tt_2",-0.0694615639319647,0.0104447975403676
150,16,2,"b_tc_1",-2.08476686115782,0.3094422460013
150,16,2,"b_tc_2",-0.100496915476551,0.0288027007239398
150,16,2,"b_hw_1",-0.0638797547128534,0.0102086745310175
150,16,2,"b_hw_2",-0.039180203143865,0.00467344719535205
150,16,2,"b_ch_1",-2.41527981832324,0.312699313332506
150,16,2,"b_ch_2",-1.02270619446705,0.11197032807989
150,16,2,"delta_1",0,NA
150,16,2,"delta_2",0.376123554427345,0.243945196711652
150,16,3,"b_tt_1",-0.403204971584299,0.0348890579172167
150,16,3,"b_tt_2",-0.220917963017557,0.00960008386480502
150,16,3,"b_tt_3",-0.0240634091362155,0.0789173767891631
150,16,3,"b_tc_1",-2.53910923515346,0.0791179956791001
150,16,3,"b_tc_2",-0.32570298840415,0.0282791639273717
150,16,3,"b_tc_3",-0.050295686916138,0.450781611406865
150,16,3,"b_hw_1",-0.0664438050384729,0.0138610974810778
150,16,3,"b_hw_2",-0.079388749887272,0.00582339358071477
150,16,3,"b_hw_3",-0.0265281283832518,0.0139598138491458
150,16,3,"b_ch_1",-2.42251084989973,0.463309876245874
150,16,3,"b_ch_2",-3.06018220178512,0.134559401081138
150,16,3,"b_ch_3",-0.339471669626129,0.442302685419794
150,16,3,"delta_1",0,NA
150,16,3,"delta_2",0.336767620665437,0.294127434287658
150,16,3,"delta_3",-0.164791339441284,0.301779197743979
150,17,1,"b_tt_1",-0.0528242975385964,0.00621926236989398
150,17,1,"b_tc_1",-0.097664909788602,0.0185206502238608
150,17,1,"b_hw_1",-0.0409165127513127,0.00306475052827513
150,17,1,"b_ch_1",-1.05611021009847,0.0667503630759351
150,17,2,"b_tt_1",-0.158127718001647,0.029236449562741
150,17,2,"b_tt_2",-0.0470259968585237,0.00761082173223406
150,17,2,"b_tc_1",-0.678990326242014,0.114216236016848
150,17,2,"b_tc_2",-0.0529576678730172,0.0178293666677317
150,17,2,"b_hw_1",-0.0742546456869907,0.0158844842429871
150,17,2,"b_hw_2",-0.0351583562559454,0.00460994017677146
150,17,2,"b_ch_1",-3.04680520029708,0.490706472137828
150,17,2,"b_ch_2",-0.528279323656499,0.105465137770988
150,17,2,"delta_1",0,NA
150,17,2,"delta_2",0.127039272170084,0.267786198438799
150,17,3,"b_tt_1",-0.245712755634635,0.0197936103718167
150,17,3,"b_tt_2",-0.0963238220274786,0.0106639419145918
150,17,3,"b_tt_3",-0.0797935169746773,0.0491039307826056
150,17,3,"b_tc_1",-1.77876607283553,0.0617047494287119
150,17,3,"b_tc_2",-0.258431709842102,0.0211322618405631
150,17,3,"b_tc_3",-0.0766909741696046,0.353171671415585
150,17,3,"b_hw_1",-0.0368957672354244,0.0146908502566454
150,17,3,"b_hw_2",-0.0750149007360953,0.00623199417035786
150,17,3,"b_hw_3",-0.0423523834883205,0.0128040203072078
150,17,3,"b_ch_1",-0.973234260549914,0.503395658938148
150,17,3,"b_ch_2",-3.39660746421449,0.133248355589366
150,17,3,"b_ch_3",-0.531938186301664,0.310652651157151
150,17,3,"delta_1",0,NA
150,17,3,"delta_2",0.764303918647738,0.269132749793254
150,17,3,"delta_3",0.716666926942973,0.327223598085911
150,18,1,"b_tt_1",-0.0646830357191222,0.0072121725422802
150,18,1,"b_tc_1",-0.134132643705911,0.0222036263134366
150,18,1,"b_hw_1",-0.0373872497030188,0.00302324426993869
150,18,1,"b_ch_1",-1.12352979882037,0.0688171956014332
150,18,2,"b_tt_1",-0.241696483557558,0.0425985683198507
150,18,2,"b_tt_2",-0.0777048681873403,0.0092699015114136
150,18,2,"b_tc_1",-1.82355315714529,0.29435486201339
150,18,2,"b_tc_2",-0.105604535278109,0.0216643877200853
150,18,2,"b_hw_1",-0.0581877777229116,0.0137893803739011
150,18,2,"b_hw_2",-0.042392673460755,0.00560021021391372
150,18,2,"b_ch_1",-2.1557287198662,0.360792372545694
150,18,2,"b_ch_2",-1.08723016868718,0.10851452827088
150,18,2,"delta_1",0,NA
150,18,2,"delta_2",0.708636816109865,0.290289853701998
150,18,3,"b_tt_1",-0.236070100826619,0.0433252455766548
150,18,3,"b_tt_2",-0.213121120540791,0.0127480158906398
150,18,3,"b_tt_3",-0.0734023851539508,0.0413752555768902
150,18,3,"b_tc_1",-0.73406319394825,0.145622804212055
150,18,3,"b_tc_2",-1.96122809768142,0.0221629627631388
150,18,3,"b_tc_3",-0.0811864709087047,0.366033694762672
150,18,3,"b_hw_1",-0.104039889945475,0.0326867987238671
150,18,3,"b_hw_2",-0.0802293914745234,0.00601725161549708
150,18,3,"b_hw_3",-0.0194098864618189,0.0156397496797429
150,18,3,"b_ch_1",-3.17571172005464,0.600504148760674
150,18,3,"b_ch_2",-1.09260263720396,0.156461123542762
150,18,3,"b_ch_3",-0.815464267603912,0.300626350363444
150,18,3,"delta_1",0,NA
150,18,3,"delta_2",-0.77254843245527,0.330027377538967
150,18,3,"delta_3",-0.190695961283926,0.333581917362195
150,19,1,"b_tt_1",-0.0671454833911594,0.00745134328804482
150,19,1,"b_tc_1",-0.154740110903601,0.0248108719475122
150,19,1,"b_hw_1",-0.0435260492611711,0.00320725107009356
150,19,1,"b_ch_1",-1.21863635058272,0.0723839458854575
150,19,2,"b_tt_1",-0.277228778188083,0.0561696185731167
150,19,2,"b_tt_2",-0.035310163497234,0.00832751312994558
150,19,2,"b_tc_1",-0.963947110152152,0.187203399717795
150,19,2,"b_tc_2",-0.052543035026143,0.0247432649653652
150,19,2,"b_hw_1",-0.0727978792349539,0.0111189496126399
150,19,2,"b_hw_2",-0.0382114510674145,0.00490715745382507
150,19,2,"b_ch_1",-3.10084101633331,0.44174234154603
150,19,2,"b_ch_2",-0.652134489702585,0.132065518648278
150,19,2,"delta_1",0,NA
150,19,2,"delta_2",-0.111368307475377,0.298960154627168
150,19,3,"b_tt_1",-0.481818540044424,0.0100642985826376
150,19,3,"b_tt_2",-0.395255326894001,0.191305875304357
150,19,3,"b_tt_3",-0.0402319836164121,0.209541129926086
150,19,3,"b_tc_1",-3.0154094474959,0.0276726208592683
150,19,3,"b_tc_2",-1.31167722838502,1.00455389204301
150,19,3,"b_tc_3",-0.0413175377431477,0.643500604431303
150,19,3,"b_hw_1",-0.14719696875695,0.00782119713197546
150,19,3,"b_hw_2",-0.0780833086111772,0.043807002504004
150,19,3,"b_hw_3",-0.0417984178925155,0.0146084451595393
150,19,3,"b_ch_1",-0.430098197794907,0.210575272682444
150,19,3,"b_ch_2",-4.04333610019525,0.494098327393584
150,19,3,"b_ch_3",-1.01579048724874,1.72536173281447
150,19,3,"delta_1",0,NA
150,19,3,"delta_2",1.36731751853985,0.425321683800838
150,19,3,"delta_3",1.61512963774148,0.590211060907074
150,20,1,"b_tt_1",-0.0642322564214025,0.00716706444348217
150,20,1,"b_tc_1",-0.113954156030825,0.0203452654488591
150,20,1,"b_hw_1",-0.0405435561408054,0.00305845002253074
150,20,1,"b_ch_1",-1.12988397544304,0.0704255534207551
150,20,2,"b_tt_1",-0.13604964117834,0.0253795910746483
150,20,2,"b_tt_2",-0.0628315516235457,0.0119401019799039
150,20,2,"b_tc_1",-0.566266249513375,0.0924457994714568
150,20,2,"b_tc_2",-0.0831332716867729,0.0226028407581034
150,20,2,"b_hw_1",-0.0511552813587363,0.00745522972675344
150,20,2,"b_hw_2",-0.0411929147795175,0.00546034197355347
150,20,2,"b_ch_1",-2.22173673615112,0.254609504085035
150,20,2,"b_ch_2",-0.57378094640234,0.1482897324689
150,20,2,"delta_1",0,NA
150,20,2,"delta_2",-0.130297916875787,0.338856582878665
150,20,3,"b_tt_1",-0.526602066634185,0.125690410850637
150,20,3,"b_tt_2",-0.132721693296404,0.0219512050641366
150,20,3,"b_tt_3",-0.0439395138470157,0.0114691687542889
150,20,3,"b_tc_1",-3.13976985087011,0.736204506398902
150,20,3,"b_tc_2",-0.1087274106919,0.027691410650257
150,20,3,"b_tc_3",-0.144591577087647,0.0338686131136897
150,20,3,"b_hw_1",-0.0661803776103234,0.0183604656192193
150,20,3,"b_hw_2",-0.0264223951212194,0.00761895436354698
150,20,3,"b_hw_3",-0.0705246420862419,0.00996837590758954
150,20,3,"b_ch_1",-2.9781693731477,0.601606013398159
150,20,3,"b_ch_2",-1.15829266753834,0.217573157034188
150,20,3,"b_ch_3",-1.33050793466076,0.171080073678905
150,20,3,"delta_1",0,NA
150,20,3,"delta_2",0.385025655125606,0.362378848064068
150,20,3,"delta_3",0.882943536521751,0.344161648738163
100,1,1,"b_tt_1",-0.0606011921628817,0.00951149368977041
100,1,1,"b_tc_1",-0.125088262746981,0.0314629970605481
100,1,1,"b_hw_1",-0.0439546016872636,0.00399861079357657
100,1,1,"b_ch_1",-1.26187723222796,0.0916842836400997
100,1,2,"b_tt_1",-0.144495574748327,0.0153683541424846
100,1,2,"b_tt_2",-0.00972242452820034,0.0191700909687925
100,1,2,"b_tc_1",-0.348974891178518,0.0728362962696845
100,1,2,"b_tc_2",0.0570646143968696,0.0590336063599688
100,1,2,"b_hw_1",-0.0717941701653921,0.00620759400916801
100,1,2,"b_hw_2",-0.028293381299753,0.00954390858172509
100,1,2,"b_ch_1",-2.56631812083654,0.156241817028875
100,1,2,"b_ch_2",-0.167974249022598,0.253814009404032
100,1,2,"delta_1",0,NA
100,1,2,"delta_2",-1.03207387170065,0.291246581078562
100,1,3,"b_tt_1",-0.19655888139365,0.0216051550940243
100,1,3,"b_tt_2",-0.164454888567768,0.046842395668885
100,1,3,"b_tt_3",-0.024512822609722,0.0306277672805492
100,1,3,"b_tc_1",-1.70787541065877,0.0563127379167014
100,1,3,"b_tc_2",-0.361633552618933,0.362765076553871
100,1,3,"b_tc_3",0.226543978063165,0.130609825811001
100,1,3,"b_hw_1",-0.0332901089261614,0.0106720936919407
100,1,3,"b_hw_2",-0.0780925006103551,0.0116823631521227
100,1,3,"b_hw_3",-0.0420322692240407,0.0102927198149323
100,1,3,"b_ch_1",-1.52076315984015,0.280393752536083
100,1,3,"b_ch_2",-2.72966397161216,0.427274073710827
100,1,3,"b_ch_3",-0.0268325393202209,0.222171503898224
100,1,3,"delta_1",0,NA
100,1,3,"delta_2",1.19514799193667,0.370680390516358
100,1,3,"delta_3",-0.208623338534718,0.331592115133612
100,2,1,"b_tt_1",-0.0506151244946891,0.00779156748580438
100,2,1,"b_tc_1",-0.105430690552731,0.0249516697123626
100,2,1,"b_hw_1",-0.0316178529299745,0.00336066794116705
100,2,1,"b_ch_1",-1.11862472338778,0.0836200555576194
100,2,2,"b_tt_1",-0.103356611017534,0.015627094710245
100,2,2,"b_tt_2",-0.076876408918652,0.0169314669958906
100,2,2,"b_tc_1",-0.112310340645366,0.0856849843492057
100,2,2,"b_tc_2",-0.440689559622772,0.0285040894368417
100,2,2,"b_hw_1",-0.042946211551973,0.00771794833965419
100,2,2,"b_hw_2",-0.0317790727514941,0.00912516868649509
100,2,2,"b_ch_1",-1.05700549709334,0.184312566354468
100,2,2,"b_ch_2",-1.38702384813822,0.250118432030298
100,2,2,"delta_1",0,NA
100,2,2,"delta_2",0.263934406591832,0.420574778638561
100,2,3,"b_tt_1",-0.30315368545963,0.0845747017441981
100,2,3,"b_tt_2",-0.0958790671324199,0.0196321491304253
100,2,3,"b_tt_3",-0.045813977836655,0.0178057970768763
100,2,3,"b_tc_1",-2.08059066044673,0.508888173367699
100,2,3,"b_tc_2",-0.0892122725599767,0.0535389557874486
100,2,3,"b_tc_3",-0.15140290880162,0.0274923421791501
100,2,3,"b_hw_1",-0.0281225968203321,0.011433871349794
100,2,3,"b_hw_2",-0.0298684827173622,0.0108997870838561
100,2,3,"b_hw_3",-0.0678782114902483,0.00823944083015822
100,2,3,"b_ch_1",-2.00777679789875,0.480012742346319
100,2,3,"b_ch_2",-0.587822590961466,0.279852474557975
100,2,3,"b_ch_3",-1.85437812753705,0.227211586370758
100,2,3,"delta_1",0,NA
100,2,3,"delta_2",-0.0215209240376706,0.379963138535958
100,2,3,"delta_3",0.415734268078575,0.417187163620632
100,3,1,"b_tt_1",-0.0619395516269374,0.00834524810625134
100,3,1,"b_tc_1",-0.136545365453977,0.0257683654134809
100,3,1,"b_hw_1",-0.0398822521706074,0.00377675987865637
100,3,1,"b_ch_1",-1.21923872148747,0.0895404794073116
100,3,2,"b_tt_1",-0.092910264762925,0.0152886736228953
100,3,2,"b_tt_2",-0.0775327038782538,0.0191505423189893
100,3,2,"b_tc_1",-0.137704893905579,0.0333432559374192
100,3,2,"b_tc_2",-0.508075216394262,0.106392603032892
100,3,2,"b_hw_1",-0.0511308485394793,0.00630902738622409
100,3,2,"b_hw_2",-0.0384986597069033,0.0103140812278946
100,3,2,"b_ch_1",-1.06383792785668,0.14248907765776
100,3,2,"b_ch_2",-2.27225297035107,0.530221972443738
100,3,2,"delta_1",0,NA
100,3,2,"delta_2",-0.41741807348516,0.456632856695684
100,3,3,"b_tt_1",-0.304752832454485,0.0215828128885696
100,3,3,"b_tt_2",-0.111803162467902,0.0156532169119626
100,3,3,"b_tt_3",-0.0745983781729403,0.0947395324252326
100,3,3,"b_tc_1",-0.658722796270439,0.0510208445912417
100,3,3,"b_tc_2",-0.148133702244696,0.0752659266605321
100,3,3,"b_tc_3",-0.45541894712163,0.210556173443603
100,3,3,"b_hw_1",-0.264008741319138,0.00826136062574528
100,3,3,"b_hw_2",-0.0311857085057693,0.00768183971706834
100,3,3,"b_hw_3",-0.0395375710572676,0.0786363041146951
100,3,3,"b_ch_1",-3.1769273845029,0.210960019835417
100,3,3,"b_ch_2",-0.907525257503139,0.247134311285546
100,3,3,"b_ch_3",-1.8137067286064,0.898969592382678
100,3,3,"delta_1",0,NA
100,3,3,"delta_2",0.242775198877652,0.359234092658062
100,3,3,"delta_3",0.641044390292043,0.450853307019345
100,4,1,"b_tt_1",-0.060342475112898,0.0100018365333967
100,4,1,"b_tc_1",-0.188979045081056,0.0299403464351169
100,4,1,"b_hw_1",-0.0335227618152519,0.003691945957845
100,4,1,"b_ch_1",-1.42028960109691,0.0959982527785906
100,4,2,"b_tt_1",-0.219069217657275,0.0135813733495047
100,4,2,"b_tt_2",-0.0375594045075944,0.0523443318683532
100,4,2,"b_tc_1",-0.868568722471627,0.0342527643763628
100,4,2,"b_tc_2",-0.0735611848521716,0.194008350907028
100,4,2,"b_hw_1",-0.0474109772502451,0.00571452957680048
100,4,2,"b_hw_2",-0.0330160870067587,0.0158354779421255
100,4,2,"b_ch_1",-3.76295601032934,0.135683756310091
100,4,2,"b_ch_2",-0.957313731369094,1.03107167695418
100,4,2,"delta_1",0,NA
100,4,2,"delta_2",0.183410316689664,0.360089159385369
100,4,3,"b_tt_1",-0.611976867686051,0.27265042082772
100,4,3,"b_tt_2",-0.11255957364283,0.0199699286074673
100,4,3,"b_tt_3",-0.0247094425929875,0.0221419135965543
100,4,3,"b_tc_1",-3.65455113584621,1.67867970895783
100,4,3,"b_tc_2",-0.304322255908489,0.0662013897904493
100,4,3,"b_tc_3",-0.0497237734434404,0.0559412311656399
100,4,3,"b_hw_1",-0.0906594896446946,0.0388254405959126
100,4,3,"b_hw_2",-0.0111944256201403,0.00656438465368413
100,4,3,"b_hw_3",-0.0845988130013318,0.0181028790553151
100,4,3,"b_ch_1",-35.035736059349,17.9893103374928
100,4,3,"b_ch_2",-1.14729597159662,0.1790998091388
100,4,3,"b_ch_3",-1.63115056584707,0.291482757509098
100,4,3,"delta_1",0,NA
100,4,3,"delta_2",0.392281221122433,0.351589332635204
100,4,3,"delta_3",0.197791975004786,0.365660474810333
100,5,1,"b_tt_1",-0.0643426408517105,0.00926352522132232
100,5,1,"b_tc_1",-0.206544597375775,0.0347015480604464
100,5,1,"b_hw_1",-0.0456220282116357,0.0039632021546605
100,5,1,"b_ch_1",-1.15914152255297,0.0872248569306502
100,5,2,"b_tt_1",-0.215902326711063,0.0354721185222399
100,5,2,"b_tt_2",-0.015512931961759,0.0110285595930205
100,5,2,"b_tc_1",-0.794700577908357,0.129553962642323
100,5,2,"b_tc_2",0.0311803920128604,0.0512068980437107
100,5,2,"b_hw_1",-0.0531588228479074,0.00914345537994123
100,5,2,"b_hw_2",-0.0526621728089172,0.00777532540903177
100,5,2,"b_ch_1",-2.63435114637639,0.383297333938064
